Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US130210135022,130210135022,"Block Group 2, Census Tract 135.02, Bibb County, Georgia",36974,15695
1500000US130210135031,130210135031,"Block Group 1, Census Tract 135.03, Bibb County, Georgia",55208,34567
1500000US130210135041,130210135041,"Block Group 1, Census Tract 135.04, Bibb County, Georgia",81696,22963
1500000US130210135042,130210135042,"Block Group 2, Census Tract 135.04, Bibb County, Georgia",58542,13126
1500000US130210135043,130210135043,"Block Group 3, Census Tract 135.04, Bibb County, Georgia",67455,17278
1500000US130210135044,130210135044,"Block Group 4, Census Tract 135.04, Bibb County, Georgia",47363,8432
1500000US130210136031,130210136031,"Block Group 1, Census Tract 136.03, Bibb County, Georgia",80040,22898
1500000US130210136032,130210136032,"Block Group 2, Census Tract 136.03, Bibb County, Georgia",25531,9887
1500000US130210136041,130210136041,"Block Group 1, Census Tract 136.04, Bibb County, Georgia",64000,5874
1500000US130210136042,130210136042,"Block Group 2, Census Tract 136.04, Bibb County, Georgia",67381,5988
1500000US130210136043,130210136043,"Block Group 3, Census Tract 136.04, Bibb County, Georgia",42174,18855
1500000US130210136051,130210136051,"Block Group 1, Census Tract 136.05, Bibb County, Georgia",36565,10130
1500000US130210136052,130210136052,"Block Group 2, Census Tract 136.05, Bibb County, Georgia",62697,6864
1500000US130210136053,130210136053,"Block Group 3, Census Tract 136.05, Bibb County, Georgia",78036,14615
1500000US130210136061,130210136061,"Block Group 1, Census Tract 136.06, Bibb County, Georgia",83306,19755
1500000US130210136062,130210136062,"Block Group 2, Census Tract 136.06, Bibb County, Georgia",75996,23365
1500000US130210136063,130210136063,"Block Group 3, Census Tract 136.06, Bibb County, Georgia",38788,38536
1500000US130210136064,130210136064,"Block Group 4, Census Tract 136.06, Bibb County, Georgia",53073,14098
1500000US130210137001,130210137001,"Block Group 1, Census Tract 137, Bibb County, Georgia",14300,1996
1500000US130210137002,130210137002,"Block Group 2, Census Tract 137, Bibb County, Georgia",23354,4031
1500000US130210137003,130210137003,"Block Group 3, Census Tract 137, Bibb County, Georgia",14181,665
1500000US130210138001,130210138001,"Block Group 1, Census Tract 138, Bibb County, Georgia",18000,9096
1500000US130210138002,130210138002,"Block Group 2, Census Tract 138, Bibb County, Georgia",21974,9689
1500000US130210139001,130210139001,"Block Group 1, Census Tract 139, Bibb County, Georgia",16544,7433
1500000US130210139002,130210139002,"Block Group 2, Census Tract 139, Bibb County, Georgia",29073,4099
1500000US130237901001,130237901001,"Block Group 1, Census Tract 7901, Bleckley County, Georgia",38790,9994
1500000US130237901002,130237901002,"Block Group 2, Census Tract 7901, Bleckley County, Georgia",43533,10825
1500000US130237902001,130237902001,"Block Group 1, Census Tract 7902, Bleckley County, Georgia",27667,9062
1500000US130237902002,130237902002,"Block Group 2, Census Tract 7902, Bleckley County, Georgia",31607,8964
1500000US130237903001,130237903001,"Block Group 1, Census Tract 7903, Bleckley County, Georgia",44438,10049
1500000US130237903002,130237903002,"Block Group 2, Census Tract 7903, Bleckley County, Georgia",29792,15967
1500000US130237903003,130237903003,"Block Group 3, Census Tract 7903, Bleckley County, Georgia",72813,20917
1500000US130237903004,130237903004,"Block Group 4, Census Tract 7903, Bleckley County, Georgia",19726,16185
1500000US130259601001,130259601001,"Block Group 1, Census Tract 9601, Brantley County, Georgia",41750,4895
1500000US130259601002,130259601002,"Block Group 2, Census Tract 9601, Brantley County, Georgia",36514,3297
1500000US130259601003,130259601003,"Block Group 3, Census Tract 9601, Brantley County, Georgia",54671,13431
1500000US130259602001,130259602001,"Block Group 1, Census Tract 9602, Brantley County, Georgia",29394,7354
1500000US130259602002,130259602002,"Block Group 2, Census Tract 9602, Brantley County, Georgia",32976,8040
1500000US130259602003,130259602003,"Block Group 3, Census Tract 9602, Brantley County, Georgia",34844,21623
1500000US130259603001,130259603001,"Block Group 1, Census Tract 9603, Brantley County, Georgia",29861,13686
1500000US130259603002,130259603002,"Block Group 2, Census Tract 9603, Brantley County, Georgia",35441,14181
1500000US130259603003,130259603003,"Block Group 3, Census Tract 9603, Brantley County, Georgia",43112,22479
1500000US130279602001,130279602001,"Block Group 1, Census Tract 9602, Brooks County, Georgia",43333,17054
1500000US130279602002,130279602002,"Block Group 2, Census Tract 9602, Brooks County, Georgia",37083,9079
1500000US130279603001,130279603001,"Block Group 1, Census Tract 9603, Brooks County, Georgia",35104,17977
1500000US130279603002,130279603002,"Block Group 2, Census Tract 9603, Brooks County, Georgia",20457,11596
1500000US130279603003,130279603003,"Block Group 3, Census Tract 9603, Brooks County, Georgia",37477,27682
1500000US130279603004,130279603004,"Block Group 4, Census Tract 9603, Brooks County, Georgia",28672,16593
1500000US130279604001,130279604001,"Block Group 1, Census Tract 9604, Brooks County, Georgia",29615,17647
1500000US130279604002,130279604002,"Block Group 2, Census Tract 9604, Brooks County, Georgia",36838,10318
1500000US130279604003,130279604003,"Block Group 3, Census Tract 9604, Brooks County, Georgia",30128,6027
1500000US130279605001,130279605001,"Block Group 1, Census Tract 9605, Brooks County, Georgia",34821,13261
1500000US130279605002,130279605002,"Block Group 2, Census Tract 9605, Brooks County, Georgia",11628,9702
1500000US130279605003,130279605003,"Block Group 3, Census Tract 9605, Brooks County, Georgia",27500,8055
1500000US130279606001,130279606001,"Block Group 1, Census Tract 9606, Brooks County, Georgia",38750,9935
1500000US130279606002,130279606002,"Block Group 2, Census Tract 9606, Brooks County, Georgia",46060,17090
1500000US130279606003,130279606003,"Block Group 3, Census Tract 9606, Brooks County, Georgia",32500,7456
1500000US130299201011,130299201011,"Block Group 1, Census Tract 9201.01, Bryan County, Georgia",35857,10320
1500000US130299201012,130299201012,"Block Group 2, Census Tract 9201.01, Bryan County, Georgia",45735,6889
1500000US130299201021,130299201021,"Block Group 1, Census Tract 9201.02, Bryan County, Georgia",31615,14587
1500000US130299201022,130299201022,"Block Group 2, Census Tract 9201.02, Bryan County, Georgia",57147,11578
1500000US130299201023,130299201023,"Block Group 3, Census Tract 9201.02, Bryan County, Georgia",24063,20094
1500000US130299203011,130299203011,"Block Group 1, Census Tract 9203.01, Bryan County, Georgia",59141,10100
1500000US130299203031,130299203031,"Block Group 1, Census Tract 9203.03, Bryan County, Georgia",43438,14539
1500000US130299203032,130299203032,"Block Group 2, Census Tract 9203.03, Bryan County, Georgia",48115,12026
1500000US130299203051,130299203051,"Block Group 1, Census Tract 9203.05, Bryan County, Georgia",86184,13140
1500000US130299203052,130299203052,"Block Group 2, Census Tract 9203.05, Bryan County, Georgia",107770,13238
1500000US130299203061,130299203061,"Block Group 1, Census Tract 9203.06, Bryan County, Georgia",66845,5642
1500000US130299203062,130299203062,"Block Group 2, Census Tract 9203.06, Bryan County, Georgia",105167,17295
1500000US130299203063,130299203063,"Block Group 3, Census Tract 9203.06, Bryan County, Georgia",93347,49272
1500000US130299800001,130299800001,"Block Group 1, Census Tract 9800, Bryan County, Georgia",-,**
1500000US130311101001,130311101001,"Block Group 1, Census Tract 1101, Bulloch County, Georgia",41765,19404
1500000US130311101002,130311101002,"Block Group 2, Census Tract 1101, Bulloch County, Georgia",30980,4842
1500000US130311101003,130311101003,"Block Group 3, Census Tract 1101, Bulloch County, Georgia",33056,8661
1500000US130311102001,130311102001,"Block Group 1, Census Tract 1102, Bulloch County, Georgia",66000,22048
1500000US130311102002,130311102002,"Block Group 2, Census Tract 1102, Bulloch County, Georgia",41154,12474
1500000US130311102004,130311102004,"Block Group 4, Census Tract 1102, Bulloch County, Georgia",24191,14065
1500000US130311102005,130311102005,"Block Group 5, Census Tract 1102, Bulloch County, Georgia",8892,1398
1500000US130311102006,130311102006,"Block Group 6, Census Tract 1102, Bulloch County, Georgia",30536,12570
1500000US130311103001,130311103001,"Block Group 1, Census Tract 1103, Bulloch County, Georgia",43401,12331
1500000US130311103002,130311103002,"Block Group 2, Census Tract 1103, Bulloch County, Georgia",29712,10963
1500000US130311103003,130311103003,"Block Group 3, Census Tract 1103, Bulloch County, Georgia",65391,19786
1500000US130311103004,130311103004,"Block Group 4, Census Tract 1103, Bulloch County, Georgia",84792,30517
1500000US130311104011,130311104011,"Block Group 1, Census Tract 1104.01, Bulloch County, Georgia",21033,1490
1500000US130311104012,130311104012,"Block Group 2, Census Tract 1104.01, Bulloch County, Georgia",22837,13355
1500000US130311104013,130311104013,"Block Group 3, Census Tract 1104.01, Bulloch County, Georgia",43409,19623
1500000US130311104031,130311104031,"Block Group 1, Census Tract 1104.03, Bulloch County, Georgia",13835,5862
1500000US130311104032,130311104032,"Block Group 2, Census Tract 1104.03, Bulloch County, Georgia",25936,2318
1500000US130311104033,130311104033,"Block Group 3, Census Tract 1104.03, Bulloch County, Georgia",14844,10696
1500000US130311104041,130311104041,"Block Group 1, Census Tract 1104.04, Bulloch County, Georgia",-,**
1500000US130311105001,130311105001,"Block Group 1, Census Tract 1105, Bulloch County, Georgia",32708,7677
1500000US130311105002,130311105002,"Block Group 2, Census Tract 1105, Bulloch County, Georgia",30037,12598
1500000US130311105003,130311105003,"Block Group 3, Census Tract 1105, Bulloch County, Georgia",27125,18045
1500000US130311105004,130311105004,"Block Group 4, Census Tract 1105, Bulloch County, Georgia",22813,8708
1500000US130311106011,130311106011,"Block Group 1, Census Tract 1106.01, Bulloch County, Georgia",36716,3966
1500000US130311106013,130311106013,"Block Group 3, Census Tract 1106.01, Bulloch County, Georgia",61330,5322
1500000US130311106021,130311106021,"Block Group 1, Census Tract 1106.02, Bulloch County, Georgia",44357,15410
1500000US130311106022,130311106022,"Block Group 2, Census Tract 1106.02, Bulloch County, Georgia",85208,37093
1500000US130311106023,130311106023,"Block Group 3, Census Tract 1106.02, Bulloch County, Georgia",25263,10514
1500000US130311107001,130311107001,"Block Group 1, Census Tract 1107, Bulloch County, Georgia",29563,22860
1500000US130311107002,130311107002,"Block Group 2, Census Tract 1107, Bulloch County, Georgia",60036,10463
1500000US130311107003,130311107003,"Block Group 3, Census Tract 1107, Bulloch County, Georgia",41642,8662
1500000US130311107004,130311107004,"Block Group 4, Census Tract 1107, Bulloch County, Georgia",67440,19967
1500000US130311108001,130311108001,"Block Group 1, Census Tract 1108, Bulloch County, Georgia",46500,15165
1500000US130311108002,130311108002,"Block Group 2, Census Tract 1108, Bulloch County, Georgia",35871,3925
1500000US130311109001,130311109001,"Block Group 1, Census Tract 1109, Bulloch County, Georgia",49429,23070
1500000US130311109002,130311109002,"Block Group 2, Census Tract 1109, Bulloch County, Georgia",45268,34458
1500000US130311109003,130311109003,"Block Group 3, Census Tract 1109, Bulloch County, Georgia",63226,15560
1500000US130311109004,130311109004,"Block Group 4, Census Tract 1109, Bulloch County, Georgia",35250,8859
1500000US130339501001,130339501001,"Block Group 1, Census Tract 9501, Burke County, Georgia",18686,4522
1500000US130339501002,130339501002,"Block Group 2, Census Tract 9501, Burke County, Georgia",44794,10312
1500000US130339502001,130339502001,"Block Group 1, Census Tract 9502, Burke County, Georgia",41771,12086
1500000US130339502002,130339502002,"Block Group 2, Census Tract 9502, Burke County, Georgia",28003,2834
1500000US130339504001,130339504001,"Block Group 1, Census Tract 9504, Burke County, Georgia",48239,10020
1500000US130339504002,130339504002,"Block Group 2, Census Tract 9504, Burke County, Georgia",18606,12362
1500000US130339504003,130339504003,"Block Group 3, Census Tract 9504, Burke County, Georgia",17432,6414
1500000US130339504004,130339504004,"Block Group 4, Census Tract 9504, Burke County, Georgia",18323,6292
1500000US130339505001,130339505001,"Block Group 1, Census Tract 9505, Burke County, Georgia",33409,31404
1500000US130339505002,130339505002,"Block Group 2, Census Tract 9505, Burke County, Georgia",30987,20279
1500000US130339505003,130339505003,"Block Group 3, Census Tract 9505, Burke County, Georgia",53571,21184
1500000US130339507001,130339507001,"Block Group 1, Census Tract 9507, Burke County, Georgia",32763,8267
1500000US130339507002,130339507002,"Block Group 2, Census Tract 9507, Burke County, Georgia",41667,9638
1500000US130339507003,130339507003,"Block Group 3, Census Tract 9507, Burke County, Georgia",40556,18796
1500000US130339509001,130339509001,"Block Group 1, Census Tract 9509, Burke County, Georgia",40489,6274
1500000US130339509002,130339509002,"Block Group 2, Census Tract 9509, Burke County, Georgia",36250,13016
1500000US130351501001,130351501001,"Block Group 1, Census Tract 1501, Butts County, Georgia",39083,18581
1500000US130351501002,130351501002,"Block Group 2, Census Tract 1501, Butts County, Georgia",76086,15472
1500000US130351501003,130351501003,"Block Group 3, Census Tract 1501, Butts County, Georgia",64938,12136
1500000US130351501004,130351501004,"Block Group 4, Census Tract 1501, Butts County, Georgia",38807,16119
1500000US130351501005,130351501005,"Block Group 5, Census Tract 1501, Butts County, Georgia",56591,49810
1500000US130351502001,130351502001,"Block Group 1, Census Tract 1502, Butts County, Georgia",35228,5959
1500000US130351502003,130351502003,"Block Group 3, Census Tract 1502, Butts County, Georgia",23333,15478
1500000US130351502004,130351502004,"Block Group 4, Census Tract 1502, Butts County, Georgia",36577,6464
1500000US130351502005,130351502005,"Block Group 5, Census Tract 1502, Butts County, Georgia",46173,35202
1500000US130351503001,130351503001,"Block Group 1, Census Tract 1503, Butts County, Georgia",35060,10153
1500000US130351503002,130351503002,"Block Group 2, Census Tract 1503, Butts County, Georgia",51084,3660
1500000US130351503003,130351503003,"Block Group 3, Census Tract 1503, Butts County, Georgia",47031,17752
1500000US130351503004,130351503004,"Block Group 4, Census Tract 1503, Butts County, Georgia",42176,17164
1500000US130379501001,130379501001,"Block Group 1, Census Tract 9501, Calhoun County, Georgia",41563,13020
1500000US130379501002,130379501002,"Block Group 2, Census Tract 9501, Calhoun County, Georgia",34291,2396
1500000US130379502001,130379502001,"Block Group 1, Census Tract 9502, Calhoun County, Georgia",14659,12426
1500000US130379502002,130379502002,"Block Group 2, Census Tract 9502, Calhoun County, Georgia",24015,17240
1500000US130379502003,130379502003,"Block Group 3, Census Tract 9502, Calhoun County, Georgia",26538,8707
1500000US130379502004,130379502004,"Block Group 4, Census Tract 9502, Calhoun County, Georgia",17108,5129
1500000US130390101001,130390101001,"Block Group 1, Census Tract 101, Camden County, Georgia",41912,28353
1500000US130390101002,130390101002,"Block Group 2, Census Tract 101, Camden County, Georgia",48988,9614
1500000US130390102001,130390102001,"Block Group 1, Census Tract 102, Camden County, Georgia",54856,11881
1500000US130390102002,130390102002,"Block Group 2, Census Tract 102, Camden County, Georgia",34211,11329
1500000US130390102003,130390102003,"Block Group 3, Census Tract 102, Camden County, Georgia",77500,18373
1500000US130390103011,130390103011,"Block Group 1, Census Tract 103.01, Camden County, Georgia",49102,7857
1500000US130390103012,130390103012,"Block Group 2, Census Tract 103.01, Camden County, Georgia",44693,9983
