Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
1500000US130059702011,130059702011,"Block Group 1, Census Tract 9702.01, Bacon County, Georgia",1562,247,1498,264,64,71
1500000US130059702012,130059702012,"Block Group 2, Census Tract 9702.01, Bacon County, Georgia",1161,298,828,214,333,207
1500000US130059702013,130059702013,"Block Group 3, Census Tract 9702.01, Bacon County, Georgia",1287,198,1287,198,0,13
1500000US130059702021,130059702021,"Block Group 1, Census Tract 9702.02, Bacon County, Georgia",2324,348,2163,326,161,124
1500000US130059702022,130059702022,"Block Group 2, Census Tract 9702.02, Bacon County, Georgia",1251,270,1225,263,26,26
1500000US130059702023,130059702023,"Block Group 3, Census Tract 9702.02, Bacon County, Georgia",549,194,549,194,0,13
1500000US130079601001,130079601001,"Block Group 1, Census Tract 9601, Baker County, Georgia",815,210,811,210,4,6
1500000US130079601002,130079601002,"Block Group 2, Census Tract 9601, Baker County, Georgia",1394,222,1356,216,38,36
1500000US130079602001,130079602001,"Block Group 1, Census Tract 9602, Baker County, Georgia",468,121,446,120,22,37
1500000US130079602002,130079602002,"Block Group 2, Census Tract 9602, Baker County, Georgia",615,145,615,145,0,13
1500000US130099701001,130099701001,"Block Group 1, Census Tract 9701, Baldwin County, Georgia",1461,290,1461,290,0,13
1500000US130099701002,130099701002,"Block Group 2, Census Tract 9701, Baldwin County, Georgia",1264,350,1264,350,0,13
1500000US130099701003,130099701003,"Block Group 3, Census Tract 9701, Baldwin County, Georgia",2489,506,2366,507,123,168
1500000US130099702001,130099702001,"Block Group 1, Census Tract 9702, Baldwin County, Georgia",1025,399,855,361,170,187
1500000US130099702002,130099702002,"Block Group 2, Census Tract 9702, Baldwin County, Georgia",2291,388,2267,396,24,48
1500000US130099702003,130099702003,"Block Group 3, Census Tract 9702, Baldwin County, Georgia",2092,458,2073,457,19,24
1500000US130099702004,130099702004,"Block Group 4, Census Tract 9702, Baldwin County, Georgia",313,231,313,231,0,13
1500000US130099702005,130099702005,"Block Group 5, Census Tract 9702, Baldwin County, Georgia",803,381,778,373,25,42
1500000US130099703001,130099703001,"Block Group 1, Census Tract 9703, Baldwin County, Georgia",2826,433,2757,418,69,76
1500000US130099703002,130099703002,"Block Group 2, Census Tract 9703, Baldwin County, Georgia",3535,562,3391,553,144,150
1500000US130099704001,130099704001,"Block Group 1, Census Tract 9704, Baldwin County, Georgia",1106,279,1043,282,63,65
1500000US130099704002,130099704002,"Block Group 2, Census Tract 9704, Baldwin County, Georgia",1177,357,1165,358,12,20
1500000US130099704003,130099704003,"Block Group 3, Census Tract 9704, Baldwin County, Georgia",1003,319,981,312,22,32
1500000US130099704004,130099704004,"Block Group 4, Census Tract 9704, Baldwin County, Georgia",241,116,241,116,0,13
1500000US130099704005,130099704005,"Block Group 5, Census Tract 9704, Baldwin County, Georgia",1399,422,1383,419,16,26
1500000US130099705001,130099705001,"Block Group 1, Census Tract 9705, Baldwin County, Georgia",3454,783,3277,781,177,97
1500000US130099705002,130099705002,"Block Group 2, Census Tract 9705, Baldwin County, Georgia",544,228,544,228,0,13
1500000US130099705003,130099705003,"Block Group 3, Census Tract 9705, Baldwin County, Georgia",2393,609,2393,609,0,13
1500000US130099706001,130099706001,"Block Group 1, Census Tract 9706, Baldwin County, Georgia",1214,294,1214,294,0,13
1500000US130099706002,130099706002,"Block Group 2, Census Tract 9706, Baldwin County, Georgia",857,230,857,230,0,13
1500000US130099706003,130099706003,"Block Group 3, Census Tract 9706, Baldwin County, Georgia",694,266,694,266,0,13
1500000US130099706004,130099706004,"Block Group 4, Census Tract 9706, Baldwin County, Georgia",886,252,886,252,0,13
1500000US130099707011,130099707011,"Block Group 1, Census Tract 9707.01, Baldwin County, Georgia",823,218,823,218,0,13
1500000US130099707012,130099707012,"Block Group 2, Census Tract 9707.01, Baldwin County, Georgia",440,141,440,141,0,13
1500000US130099707013,130099707013,"Block Group 3, Census Tract 9707.01, Baldwin County, Georgia",1722,342,1722,342,0,13
1500000US130099707021,130099707021,"Block Group 1, Census Tract 9707.02, Baldwin County, Georgia",1189,326,1186,326,3,6
1500000US130099707022,130099707022,"Block Group 2, Census Tract 9707.02, Baldwin County, Georgia",1136,268,1110,277,26,31
1500000US130099708001,130099708001,"Block Group 1, Census Tract 9708, Baldwin County, Georgia",1792,300,1725,298,67,44
1500000US130099708002,130099708002,"Block Group 2, Census Tract 9708, Baldwin County, Georgia",3044,647,3044,647,0,13
1500000US130099708003,130099708003,"Block Group 3, Census Tract 9708, Baldwin County, Georgia",1257,456,1245,460,12,19
1500000US130099708004,130099708004,"Block Group 4, Census Tract 9708, Baldwin County, Georgia",1325,464,1325,464,0,13
1500000US130119701001,130119701001,"Block Group 1, Census Tract 9701, Banks County, Georgia",2360,479,2002,436,358,168
1500000US130119701002,130119701002,"Block Group 2, Census Tract 9701, Banks County, Georgia",2909,423,2694,376,215,191
1500000US130119702001,130119702001,"Block Group 1, Census Tract 9702, Banks County, Georgia",2555,337,2478,336,77,69
1500000US130119702002,130119702002,"Block Group 2, Census Tract 9702, Banks County, Georgia",2458,263,2436,267,22,30
1500000US130119703001,130119703001,"Block Group 1, Census Tract 9703, Banks County, Georgia",1475,241,1453,233,22,34
1500000US130119703002,130119703002,"Block Group 2, Census Tract 9703, Banks County, Georgia",2691,341,2691,341,0,13
1500000US130119704001,130119704001,"Block Group 1, Census Tract 9704, Banks County, Georgia",3888,367,3424,361,464,265
1500000US130131801031,130131801031,"Block Group 1, Census Tract 1801.03, Barrow County, Georgia",4674,500,4428,496,246,197
1500000US130131801041,130131801041,"Block Group 1, Census Tract 1801.04, Barrow County, Georgia",1976,249,1791,252,185,155
1500000US130131801051,130131801051,"Block Group 1, Census Tract 1801.05, Barrow County, Georgia",2802,310,2570,243,232,209
1500000US130131801061,130131801061,"Block Group 1, Census Tract 1801.06, Barrow County, Georgia",1946,314,1740,314,206,140
1500000US130131801062,130131801062,"Block Group 2, Census Tract 1801.06, Barrow County, Georgia",885,208,833,214,52,62
1500000US130131801071,130131801071,"Block Group 1, Census Tract 1801.07, Barrow County, Georgia",1214,350,1194,343,20,34
1500000US130131801072,130131801072,"Block Group 2, Census Tract 1801.07, Barrow County, Georgia",2639,456,2136,380,503,324
1500000US130131801081,130131801081,"Block Group 1, Census Tract 1801.08, Barrow County, Georgia",1568,324,1463,321,105,110
1500000US130131801082,130131801082,"Block Group 2, Census Tract 1801.08, Barrow County, Georgia",1634,383,1562,402,72,80
1500000US130131802031,130131802031,"Block Group 1, Census Tract 1802.03, Barrow County, Georgia",1827,456,1562,412,265,247
1500000US130131802032,130131802032,"Block Group 2, Census Tract 1802.03, Barrow County, Georgia",1594,398,1166,304,428,293
1500000US130131802041,130131802041,"Block Group 1, Census Tract 1802.04, Barrow County, Georgia",1165,239,1053,233,112,84
1500000US130131802042,130131802042,"Block Group 2, Census Tract 1802.04, Barrow County, Georgia",1567,322,1352,348,215,203
1500000US130131802051,130131802051,"Block Group 1, Census Tract 1802.05, Barrow County, Georgia",1196,352,1065,333,131,124
1500000US130131802052,130131802052,"Block Group 2, Census Tract 1802.05, Barrow County, Georgia",653,357,638,363,15,20
1500000US130131802053,130131802053,"Block Group 3, Census Tract 1802.05, Barrow County, Georgia",2540,400,2417,403,123,129
1500000US130131802061,130131802061,"Block Group 1, Census Tract 1802.06, Barrow County, Georgia",1358,329,1350,326,8,13
1500000US130131802062,130131802062,"Block Group 2, Census Tract 1802.06, Barrow County, Georgia",1358,336,1226,319,132,146
1500000US130131803011,130131803011,"Block Group 1, Census Tract 1803.01, Barrow County, Georgia",2167,175,2049,170,118,101
1500000US130131803021,130131803021,"Block Group 1, Census Tract 1803.02, Barrow County, Georgia",2276,527,2050,502,226,193
1500000US130131803022,130131803022,"Block Group 2, Census Tract 1803.02, Barrow County, Georgia",3231,496,3133,493,98,120
1500000US130131803031,130131803031,"Block Group 1, Census Tract 1803.03, Barrow County, Georgia",2334,426,2054,401,280,281
1500000US130131803032,130131803032,"Block Group 2, Census Tract 1803.03, Barrow County, Georgia",1989,362,1841,361,148,169
1500000US130131804011,130131804011,"Block Group 1, Census Tract 1804.01, Barrow County, Georgia",1852,439,1852,439,0,13
1500000US130131804012,130131804012,"Block Group 2, Census Tract 1804.01, Barrow County, Georgia",3616,624,3415,657,201,193
1500000US130131804021,130131804021,"Block Group 1, Census Tract 1804.02, Barrow County, Georgia",1197,650,1095,655,102,106
1500000US130131804022,130131804022,"Block Group 2, Census Tract 1804.02, Barrow County, Georgia",4149,544,3502,499,647,143
1500000US130131804023,130131804023,"Block Group 3, Census Tract 1804.02, Barrow County, Georgia",747,182,747,182,0,13
1500000US130131805011,130131805011,"Block Group 1, Census Tract 1805.01, Barrow County, Georgia",5718,537,4986,440,732,381
1500000US130131805021,130131805021,"Block Group 1, Census Tract 1805.02, Barrow County, Georgia",1667,365,1461,302,206,192
1500000US130131805022,130131805022,"Block Group 2, Census Tract 1805.02, Barrow County, Georgia",1451,378,1436,373,15,25
1500000US130131805023,130131805023,"Block Group 3, Census Tract 1805.02, Barrow County, Georgia",1064,320,974,306,90,119
1500000US130131805024,130131805024,"Block Group 4, Census Tract 1805.02, Barrow County, Georgia",366,146,366,146,0,13
1500000US130131805031,130131805031,"Block Group 1, Census Tract 1805.03, Barrow County, Georgia",5592,856,4688,425,904,769
1500000US130159601011,130159601011,"Block Group 1, Census Tract 9601.01, Bartow County, Georgia",1474,221,1453,220,21,37
1500000US130159601021,130159601021,"Block Group 1, Census Tract 9601.02, Bartow County, Georgia",3913,824,3681,789,232,193
1500000US130159601022,130159601022,"Block Group 2, Census Tract 9601.02, Bartow County, Georgia",2919,580,2854,567,65,96
1500000US130159601023,130159601023,"Block Group 3, Census Tract 9601.02, Bartow County, Georgia",2386,508,2246,495,140,239
1500000US130159602001,130159602001,"Block Group 1, Census Tract 9602, Bartow County, Georgia",2727,697,2594,712,133,205
1500000US130159602002,130159602002,"Block Group 2, Census Tract 9602, Bartow County, Georgia",1029,392,888,428,141,207
1500000US130159602003,130159602003,"Block Group 3, Census Tract 9602, Bartow County, Georgia",2579,669,2482,656,97,161
1500000US130159602004,130159602004,"Block Group 4, Census Tract 9602, Bartow County, Georgia",3156,529,2995,509,161,182
1500000US130159602005,130159602005,"Block Group 5, Census Tract 9602, Bartow County, Georgia",2260,712,2118,675,142,175
1500000US130159603001,130159603001,"Block Group 1, Census Tract 9603, Bartow County, Georgia",3139,553,2768,564,371,371
1500000US130159603002,130159603002,"Block Group 2, Census Tract 9603, Bartow County, Georgia",3501,588,3365,589,136,103
1500000US130159604011,130159604011,"Block Group 1, Census Tract 9604.01, Bartow County, Georgia",1259,495,1259,495,0,13
1500000US130159604012,130159604012,"Block Group 2, Census Tract 9604.01, Bartow County, Georgia",4563,1088,4107,1037,456,443
1500000US130159604013,130159604013,"Block Group 3, Census Tract 9604.01, Bartow County, Georgia",3565,829,2968,629,597,479
1500000US130159604021,130159604021,"Block Group 1, Census Tract 9604.02, Bartow County, Georgia",1627,457,1580,445,47,59
1500000US130159604022,130159604022,"Block Group 2, Census Tract 9604.02, Bartow County, Georgia",3594,907,3594,907,0,13
1500000US130159604023,130159604023,"Block Group 3, Census Tract 9604.02, Bartow County, Georgia",3631,618,3291,629,340,217
1500000US130159605001,130159605001,"Block Group 1, Census Tract 9605, Bartow County, Georgia",1342,500,1087,321,255,335
1500000US130159605002,130159605002,"Block Group 2, Census Tract 9605, Bartow County, Georgia",1317,402,1174,365,143,199
1500000US130159605003,130159605003,"Block Group 3, Census Tract 9605, Bartow County, Georgia",1779,604,1459,602,320,269
1500000US130159605004,130159605004,"Block Group 4, Census Tract 9605, Bartow County, Georgia",3724,647,3586,619,138,129
1500000US130159606001,130159606001,"Block Group 1, Census Tract 9606, Bartow County, Georgia",2025,795,1388,483,637,647
1500000US130159606002,130159606002,"Block Group 2, Census Tract 9606, Bartow County, Georgia",487,197,487,197,0,13
1500000US130159606003,130159606003,"Block Group 3, Census Tract 9606, Bartow County, Georgia",872,357,610,253,262,307
1500000US130159606004,130159606004,"Block Group 4, Census Tract 9606, Bartow County, Georgia",1408,359,1344,336,64,89
1500000US130159606005,130159606005,"Block Group 5, Census Tract 9606, Bartow County, Georgia",4008,802,3778,716,230,334
1500000US130159606006,130159606006,"Block Group 6, Census Tract 9606, Bartow County, Georgia",523,238,523,238,0,13
1500000US130159607001,130159607001,"Block Group 1, Census Tract 9607, Bartow County, Georgia",1655,490,1598,498,57,88
1500000US130159607002,130159607002,"Block Group 2, Census Tract 9607, Bartow County, Georgia",2143,493,1467,520,676,413
1500000US130159607003,130159607003,"Block Group 3, Census Tract 9607, Bartow County, Georgia",1912,593,1888,591,24,39
1500000US130159607004,130159607004,"Block Group 4, Census Tract 9607, Bartow County, Georgia",1018,414,973,403,45,73
1500000US130159607005,130159607005,"Block Group 5, Census Tract 9607, Bartow County, Georgia",544,257,443,194,101,144
1500000US130159608011,130159608011,"Block Group 1, Census Tract 9608.01, Bartow County, Georgia",1152,421,1152,421,0,13
1500000US130159608012,130159608012,"Block Group 2, Census Tract 9608.01, Bartow County, Georgia",2333,379,2051,353,282,233
1500000US130159608021,130159608021,"Block Group 1, Census Tract 9608.02, Bartow County, Georgia",1712,321,1223,372,489,318
1500000US130159608022,130159608022,"Block Group 2, Census Tract 9608.02, Bartow County, Georgia",1111,369,1110,368,1,2
1500000US130159608031,130159608031,"Block Group 1, Census Tract 9608.03, Bartow County, Georgia",1756,372,1741,373,15,13
1500000US130159608032,130159608032,"Block Group 2, Census Tract 9608.03, Bartow County, Georgia",1181,351,1181,351,0,13
1500000US130159608033,130159608033,"Block Group 3, Census Tract 9608.03, Bartow County, Georgia",2785,371,2550,340,235,150
1500000US130159609011,130159609011,"Block Group 1, Census Tract 9609.01, Bartow County, Georgia",975,275,918,262,57,79
1500000US130159609012,130159609012,"Block Group 2, Census Tract 9609.01, Bartow County, Georgia",2261,288,2101,301,160,142
1500000US130159609021,130159609021,"Block Group 1, Census Tract 9609.02, Bartow County, Georgia",2467,455,2403,447,64,105
1500000US130159609022,130159609022,"Block Group 2, Census Tract 9609.02, Bartow County, Georgia",953,290,921,285,32,51
1500000US130159609023,130159609023,"Block Group 3, Census Tract 9609.02, Bartow County, Georgia",1044,297,1000,281,44,57
1500000US130159609024,130159609024,"Block Group 4, Census Tract 9609.02, Bartow County, Georgia",1850,571,1522,477,328,287
1500000US130159610001,130159610001,"Block Group 1, Census Tract 9610, Bartow County, Georgia",770,247,770,247,0,13
1500000US130159610002,130159610002,"Block Group 2, Census Tract 9610, Bartow County, Georgia",1922,471,1768,483,154,230
1500000US130159610003,130159610003,"Block Group 3, Census Tract 9610, Bartow County, Georgia",2409,670,2324,651,85,89
1500000US130159610004,130159610004,"Block Group 4, Census Tract 9610, Bartow County, Georgia",2576,642,2507,653,69,108
1500000US130179601001,130179601001,"Block Group 1, Census Tract 9601, Ben Hill County, Georgia",2674,315,2674,315,0,13
1500000US130179602001,130179602001,"Block Group 1, Census Tract 9602, Ben Hill County, Georgia",1730,217,1676,201,54,57
1500000US130179603001,130179603001,"Block Group 1, Census Tract 9603, Ben Hill County, Georgia",1165,262,1165,262,0,13
1500000US130179603002,130179603002,"Block Group 2, Census Tract 9603, Ben Hill County, Georgia",533,219,415,204,118,145
1500000US130179603003,130179603003,"Block Group 3, Census Tract 9603, Ben Hill County, Georgia",1075,356,937,334,138,181
1500000US130179603004,130179603004,"Block Group 4, Census Tract 9603, Ben Hill County, Georgia",521,228,521,228,0,13
1500000US130179604001,130179604001,"Block Group 1, Census Tract 9604, Ben Hill County, Georgia",1766,413,1193,373,573,222
1500000US130179604002,130179604002,"Block Group 2, Census Tract 9604, Ben Hill County, Georgia",1104,382,1104,382,0,13
1500000US130179604003,130179604003,"Block Group 3, Census Tract 9604, Ben Hill County, Georgia",248,133,139,65,109,136
1500000US130179604004,130179604004,"Block Group 4, Census Tract 9604, Ben Hill County, Georgia",858,296,858,296,0,13
1500000US130179605001,130179605001,"Block Group 1, Census Tract 9605, Ben Hill County, Georgia",1231,298,1217,290,14,29
1500000US130179605002,130179605002,"Block Group 2, Census Tract 9605, Ben Hill County, Georgia",1322,501,1309,499,13,20
1500000US130179605003,130179605003,"Block Group 3, Census Tract 9605, Ben Hill County, Georgia",1176,359,1176,359,0,13
1500000US130179605004,130179605004,"Block Group 4, Census Tract 9605, Ben Hill County, Georgia",1162,416,1114,407,48,62
1500000US130179605005,130179605005,"Block Group 5, Census Tract 9605, Ben Hill County, Georgia",912,284,898,279,14,24
1500000US130199701001,130199701001,"Block Group 1, Census Tract 9701, Berrien County, Georgia",850,181,823,181,27,38
1500000US130199701002,130199701002,"Block Group 2, Census Tract 9701, Berrien County, Georgia",994,226,994,226,0,13
1500000US130199702001,130199702001,"Block Group 1, Census Tract 9702, Berrien County, Georgia",2022,438,1770,397,252,149
1500000US130199702002,130199702002,"Block Group 2, Census Tract 9702, Berrien County, Georgia",1834,369,1617,363,217,127
1500000US130199703001,130199703001,"Block Group 1, Census Tract 9703, Berrien County, Georgia",1037,255,873,199,164,146
1500000US130199703002,130199703002,"Block Group 2, Census Tract 9703, Berrien County, Georgia",1275,300,1243,298,32,37
1500000US130199703003,130199703003,"Block Group 3, Census Tract 9703, Berrien County, Georgia",911,257,906,258,5,8
1500000US130199704001,130199704001,"Block Group 1, Census Tract 9704, Berrien County, Georgia",843,249,843,249,0,13
1500000US130199704002,130199704002,"Block Group 2, Census Tract 9704, Berrien County, Georgia",803,294,747,287,56,72
1500000US130199704003,130199704003,"Block Group 3, Census Tract 9704, Berrien County, Georgia",1217,371,1217,371,0,13
1500000US130199705001,130199705001,"Block Group 1, Census Tract 9705, Berrien County, Georgia",859,257,850,257,9,16
1500000US130199705002,130199705002,"Block Group 2, Census Tract 9705, Berrien County, Georgia",2627,367,2510,368,117,93
1500000US130199706001,130199706001,"Block Group 1, Census Tract 9706, Berrien County, Georgia",1198,278,1184,283,14,25
1500000US130199706002,130199706002,"Block Group 2, Census Tract 9706, Berrien County, Georgia",1697,303,1696,303,1,2
1500000US130199706003,130199706003,"Block Group 3, Census Tract 9706, Berrien County, Georgia",852,229,816,229,36,35
1500000US130210101001,130210101001,"Block Group 1, Census Tract 101, Bibb County, Georgia",630,244,620,239,10,16
1500000US130210101002,130210101002,"Block Group 2, Census Tract 101, Bibb County, Georgia",865,250,865,250,0,13
1500000US130210102001,130210102001,"Block Group 1, Census Tract 102, Bibb County, Georgia",420,186,420,186,0,13
1500000US130210102002,130210102002,"Block Group 2, Census Tract 102, Bibb County, Georgia",572,172,551,175,21,35
1500000US130210102003,130210102003,"Block Group 3, Census Tract 102, Bibb County, Georgia",949,188,913,175,36,41
1500000US130210103001,130210103001,"Block Group 1, Census Tract 103, Bibb County, Georgia",767,157,767,157,0,13
1500000US130210104001,130210104001,"Block Group 1, Census Tract 104, Bibb County, Georgia",421,169,399,171,22,37
1500000US130210104002,130210104002,"Block Group 2, Census Tract 104, Bibb County, Georgia",433,190,433,190,0,13
1500000US130210104003,130210104003,"Block Group 3, Census Tract 104, Bibb County, Georgia",588,229,588,229,0,13
1500000US130210104004,130210104004,"Block Group 4, Census Tract 104, Bibb County, Georgia",808,295,808,295,0,13
1500000US130210105001,130210105001,"Block Group 1, Census Tract 105, Bibb County, Georgia",3360,284,3324,278,36,32
1500000US130210105002,130210105002,"Block Group 2, Census Tract 105, Bibb County, Georgia",446,168,446,168,0,13
1500000US130210108001,130210108001,"Block Group 1, Census Tract 108, Bibb County, Georgia",1464,210,1405,205,59,60
1500000US130210110001,130210110001,"Block Group 1, Census Tract 110, Bibb County, Georgia",527,278,513,277,14,20
1500000US130210110002,130210110002,"Block Group 2, Census Tract 110, Bibb County, Georgia",1890,514,1774,456,116,170
1500000US130210110003,130210110003,"Block Group 3, Census Tract 110, Bibb County, Georgia",615,456,615,456,0,13
1500000US130210110004,130210110004,"Block Group 4, Census Tract 110, Bibb County, Georgia",674,242,621,221,53,86
1500000US130210110005,130210110005,"Block Group 5, Census Tract 110, Bibb County, Georgia",913,334,913,334,0,13
1500000US130210111001,130210111001,"Block Group 1, Census Tract 111, Bibb County, Georgia",877,203,877,203,0,13
1500000US130210111002,130210111002,"Block Group 2, Census Tract 111, Bibb County, Georgia",665,203,665,203,0,13
1500000US130210111003,130210111003,"Block Group 3, Census Tract 111, Bibb County, Georgia",391,129,391,129,0,13
1500000US130210115001,130210115001,"Block Group 1, Census Tract 115, Bibb County, Georgia",504,170,493,166,11,19
1500000US130210115002,130210115002,"Block Group 2, Census Tract 115, Bibb County, Georgia",694,261,683,262,11,17
1500000US130210117011,130210117011,"Block Group 1, Census Tract 117.01, Bibb County, Georgia",1092,212,1087,212,5,8
1500000US130210117012,130210117012,"Block Group 2, Census Tract 117.01, Bibb County, Georgia",1426,258,1406,265,20,34
1500000US130210117021,130210117021,"Block Group 1, Census Tract 117.02, Bibb County, Georgia",555,244,555,244,0,13
1500000US130210117022,130210117022,"Block Group 2, Census Tract 117.02, Bibb County, Georgia",759,282,759,282,0,13
1500000US130210117023,130210117023,"Block Group 3, Census Tract 117.02, Bibb County, Georgia",960,456,960,456,0,13
1500000US130210117024,130210117024,"Block Group 4, Census Tract 117.02, Bibb County, Georgia",894,304,894,304,0,13
1500000US130210117025,130210117025,"Block Group 5, Census Tract 117.02, Bibb County, Georgia",815,347,815,347,0,13
1500000US130210117026,130210117026,"Block Group 6, Census Tract 117.02, Bibb County, Georgia",586,170,586,170,0,13
1500000US130210118001,130210118001,"Block Group 1, Census Tract 118, Bibb County, Georgia",1330,327,1324,326,6,11
1500000US130210118002,130210118002,"Block Group 2, Census Tract 118, Bibb County, Georgia",755,174,745,177,10,17
1500000US130210118003,130210118003,"Block Group 3, Census Tract 118, Bibb County, Georgia",378,117,378,117,0,13
1500000US130210118004,130210118004,"Block Group 4, Census Tract 118, Bibb County, Georgia",1110,290,1110,290,0,13
1500000US130210119001,130210119001,"Block Group 1, Census Tract 119, Bibb County, Georgia",454,125,437,125,17,27
1500000US130210119002,130210119002,"Block Group 2, Census Tract 119, Bibb County, Georgia",859,217,859,217,0,13
1500000US130210119003,130210119003,"Block Group 3, Census Tract 119, Bibb County, Georgia",547,349,547,349,0,13
1500000US130210120001,130210120001,"Block Group 1, Census Tract 120, Bibb County, Georgia",964,255,907,266,57,73
1500000US130210120002,130210120002,"Block Group 2, Census Tract 120, Bibb County, Georgia",689,233,689,233,0,13
1500000US130210120003,130210120003,"Block Group 3, Census Tract 120, Bibb County, Georgia",1367,305,1367,305,0,13
1500000US130210120004,130210120004,"Block Group 4, Census Tract 120, Bibb County, Georgia",1375,286,1320,265,55,94
1500000US130210121011,130210121011,"Block Group 1, Census Tract 121.01, Bibb County, Georgia",2065,329,2062,330,3,7
1500000US130210121021,130210121021,"Block Group 1, Census Tract 121.02, Bibb County, Georgia",1720,465,1613,441,107,168
1500000US130210121022,130210121022,"Block Group 2, Census Tract 121.02, Bibb County, Georgia",1954,341,1937,336,17,28
1500000US130210121023,130210121023,"Block Group 3, Census Tract 121.02, Bibb County, Georgia",1333,344,1196,293,137,148
1500000US130210122001,130210122001,"Block Group 1, Census Tract 122, Bibb County, Georgia",970,299,937,298,33,50
1500000US130210122002,130210122002,"Block Group 2, Census Tract 122, Bibb County, Georgia",1410,375,1405,374,5,9
1500000US130210123001,130210123001,"Block Group 1, Census Tract 123, Bibb County, Georgia",895,402,883,401,12,21
1500000US130210123002,130210123002,"Block Group 2, Census Tract 123, Bibb County, Georgia",377,225,377,225,0,13
1500000US130210123003,130210123003,"Block Group 3, Census Tract 123, Bibb County, Georgia",1265,284,1260,284,5,8
1500000US130210124001,130210124001,"Block Group 1, Census Tract 124, Bibb County, Georgia",1685,372,1685,372,0,13
1500000US130210124002,130210124002,"Block Group 2, Census Tract 124, Bibb County, Georgia",1135,344,1135,344,0,13
1500000US130210124003,130210124003,"Block Group 3, Census Tract 124, Bibb County, Georgia",897,344,897,344,0,13
1500000US130210124004,130210124004,"Block Group 4, Census Tract 124, Bibb County, Georgia",579,186,579,186,0,13
1500000US130210125001,130210125001,"Block Group 1, Census Tract 125, Bibb County, Georgia",776,384,748,379,28,45
1500000US130210125002,130210125002,"Block Group 2, Census Tract 125, Bibb County, Georgia",1045,291,1045,291,0,13
1500000US130210125003,130210125003,"Block Group 3, Census Tract 125, Bibb County, Georgia",1395,315,1358,301,37,59
1500000US130210126001,130210126001,"Block Group 1, Census Tract 126, Bibb County, Georgia",1637,439,1637,439,0,13
1500000US130210126002,130210126002,"Block Group 2, Census Tract 126, Bibb County, Georgia",646,206,624,202,22,35
1500000US130210126003,130210126003,"Block Group 3, Census Tract 126, Bibb County, Georgia",1312,399,1207,371,105,159
1500000US130210126004,130210126004,"Block Group 4, Census Tract 126, Bibb County, Georgia",1275,381,1275,381,0,13
1500000US130210127001,130210127001,"Block Group 1, Census Tract 127, Bibb County, Georgia",956,242,943,243,13,22
1500000US130210127002,130210127002,"Block Group 2, Census Tract 127, Bibb County, Georgia",778,244,778,244,0,13
1500000US130210127003,130210127003,"Block Group 3, Census Tract 127, Bibb County, Georgia",423,230,416,230,7,12
1500000US130210128001,130210128001,"Block Group 1, Census Tract 128, Bibb County, Georgia",2049,554,2038,554,11,19
1500000US130210128002,130210128002,"Block Group 2, Census Tract 128, Bibb County, Georgia",1137,516,1137,516,0,13
1500000US130210128003,130210128003,"Block Group 3, Census Tract 128, Bibb County, Georgia",396,210,341,177,55,122
1500000US130210129001,130210129001,"Block Group 1, Census Tract 129, Bibb County, Georgia",949,223,947,223,2,3
1500000US130210129002,130210129002,"Block Group 2, Census Tract 129, Bibb County, Georgia",881,268,876,264,5,11
1500000US130210131011,130210131011,"Block Group 1, Census Tract 131.01, Bibb County, Georgia",2693,659,2406,592,287,329
1500000US130210131012,130210131012,"Block Group 2, Census Tract 131.01, Bibb County, Georgia",1581,516,1472,474,109,176
1500000US130210131013,130210131013,"Block Group 3, Census Tract 131.01, Bibb County, Georgia",1482,695,1482,695,0,13
1500000US130210131021,130210131021,"Block Group 1, Census Tract 131.02, Bibb County, Georgia",528,239,528,239,0,13
1500000US130210131022,130210131022,"Block Group 2, Census Tract 131.02, Bibb County, Georgia",2087,765,2087,765,0,13
1500000US130210131023,130210131023,"Block Group 3, Census Tract 131.02, Bibb County, Georgia",1072,443,1072,443,0,13
1500000US130210131024,130210131024,"Block Group 4, Census Tract 131.02, Bibb County, Georgia",653,310,653,310,0,13
1500000US130210132011,130210132011,"Block Group 1, Census Tract 132.01, Bibb County, Georgia",764,329,626,274,138,123
1500000US130210132012,130210132012,"Block Group 2, Census Tract 132.01, Bibb County, Georgia",3342,1070,3241,1046,101,141
1500000US130210132013,130210132013,"Block Group 3, Census Tract 132.01, Bibb County, Georgia",1175,415,1175,415,0,13
1500000US130210132014,130210132014,"Block Group 4, Census Tract 132.01, Bibb County, Georgia",765,285,765,285,0,13
1500000US130210132021,130210132021,"Block Group 1, Census Tract 132.02, Bibb County, Georgia",1035,410,946,409,89,125
1500000US130210132022,130210132022,"Block Group 2, Census Tract 132.02, Bibb County, Georgia",854,439,854,439,0,13
1500000US130210132023,130210132023,"Block Group 3, Census Tract 132.02, Bibb County, Georgia",1025,275,782,230,243,182
1500000US130210133021,130210133021,"Block Group 1, Census Tract 133.02, Bibb County, Georgia",519,214,519,214,0,13
1500000US130210133022,130210133022,"Block Group 2, Census Tract 133.02, Bibb County, Georgia",826,263,826,263,0,13
1500000US130210133023,130210133023,"Block Group 3, Census Tract 133.02, Bibb County, Georgia",883,258,882,258,1,2
