Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US132150102043,132150102043,"Block Group 3, Census Tract 102.04, Muscogee County, Georgia",2891,540,2312,525,483,293,0,13,33,35,0,13,40,96,23,26,0,13,23,26
1500000US132150102051,132150102051,"Block Group 1, Census Tract 102.05, Muscogee County, Georgia",1523,350,1301,335,158,118,0,13,48,36,0,13,0,13,16,18,0,13,16,18
1500000US132150102052,132150102052,"Block Group 2, Census Tract 102.05, Muscogee County, Georgia",1981,245,1277,238,570,191,8,14,36,53,0,13,53,80,37,41,0,13,37,41
1500000US132150103011,132150103011,"Block Group 1, Census Tract 103.01, Muscogee County, Georgia",2529,176,2275,189,63,35,0,13,165,107,0,13,26,28,0,13,0,13,0,13
1500000US132150103021,132150103021,"Block Group 1, Census Tract 103.02, Muscogee County, Georgia",1702,446,1318,368,276,261,0,13,108,115,0,13,0,13,0,13,0,13,0,13
1500000US132150103022,132150103022,"Block Group 2, Census Tract 103.02, Muscogee County, Georgia",2733,579,1893,493,557,429,34,33,101,135,0,13,17,22,131,144,0,13,131,144
1500000US132150103023,132150103023,"Block Group 3, Census Tract 103.02, Muscogee County, Georgia",2521,409,2276,397,83,116,0,13,84,88,0,13,0,13,78,77,0,13,78,77
1500000US132150104011,132150104011,"Block Group 1, Census Tract 104.01, Muscogee County, Georgia",2165,527,1728,475,206,195,74,114,0,13,0,13,0,13,157,234,0,13,157,234
1500000US132150104012,132150104012,"Block Group 2, Census Tract 104.01, Muscogee County, Georgia",2936,724,2089,492,342,208,6,10,17,27,0,13,409,462,73,68,0,13,73,68
1500000US132150104013,132150104013,"Block Group 3, Census Tract 104.01, Muscogee County, Georgia",1545,336,1348,333,55,48,0,13,79,72,0,13,0,13,63,108,0,13,63,108
1500000US132150104021,132150104021,"Block Group 1, Census Tract 104.02, Muscogee County, Georgia",1097,338,543,288,419,177,9,18,0,13,0,13,22,35,104,167,0,13,104,167
1500000US132150104022,132150104022,"Block Group 2, Census Tract 104.02, Muscogee County, Georgia",1430,377,935,230,358,221,0,13,70,78,0,13,67,78,0,13,0,13,0,13
1500000US132150104023,132150104023,"Block Group 3, Census Tract 104.02, Muscogee County, Georgia",1699,276,1312,280,204,131,6,9,16,17,0,13,149,158,12,19,0,13,12,19
1500000US132150105011,132150105011,"Block Group 1, Census Tract 105.01, Muscogee County, Georgia",1128,343,1024,344,76,79,0,13,0,13,0,13,22,38,6,9,0,13,6,9
1500000US132150105012,132150105012,"Block Group 2, Census Tract 105.01, Muscogee County, Georgia",1772,465,806,375,800,335,0,13,11,20,0,13,99,118,56,93,0,13,56,93
1500000US132150105013,132150105013,"Block Group 3, Census Tract 105.01, Muscogee County, Georgia",1598,372,763,266,685,279,0,13,110,137,18,46,0,13,22,36,22,36,0,13
1500000US132150105014,132150105014,"Block Group 4, Census Tract 105.01, Muscogee County, Georgia",1533,444,891,361,586,305,0,13,38,65,0,13,18,34,0,13,0,13,0,13
1500000US132150105021,132150105021,"Block Group 1, Census Tract 105.02, Muscogee County, Georgia",1598,180,650,120,808,148,8,13,27,44,0,13,89,96,16,25,0,13,16,25
1500000US132150106021,132150106021,"Block Group 1, Census Tract 106.02, Muscogee County, Georgia",2280,460,405,138,1510,406,0,13,13,16,0,13,61,65,291,235,93,133,198,183
1500000US132150106022,132150106022,"Block Group 2, Census Tract 106.02, Muscogee County, Georgia",493,165,213,95,201,132,0,13,20,24,0,13,37,55,22,27,0,13,22,27
1500000US132150106023,132150106023,"Block Group 3, Census Tract 106.02, Muscogee County, Georgia",2615,511,556,195,1933,503,30,50,4,7,0,13,61,66,31,22,7,10,24,20
1500000US132150106051,132150106051,"Block Group 1, Census Tract 106.05, Muscogee County, Georgia",2190,504,60,57,1916,415,0,13,0,13,0,13,200,267,14,22,0,13,14,22
1500000US132150106052,132150106052,"Block Group 2, Census Tract 106.05, Muscogee County, Georgia",2307,493,79,90,2085,496,0,13,0,13,0,13,2,2,141,177,17,21,124,177
1500000US132150106061,132150106061,"Block Group 1, Census Tract 106.06, Muscogee County, Georgia",2406,320,809,184,1464,197,18,20,0,13,0,13,60,41,55,45,27,39,28,20
1500000US132150106071,132150106071,"Block Group 1, Census Tract 106.07, Muscogee County, Georgia",1292,373,194,136,1058,381,0,13,13,20,0,13,0,13,27,43,0,13,27,43
1500000US132150106072,132150106072,"Block Group 2, Census Tract 106.07, Muscogee County, Georgia",2002,495,436,123,1382,405,0,13,16,22,0,13,0,13,168,134,0,13,168,134
1500000US132150106073,132150106073,"Block Group 3, Census Tract 106.07, Muscogee County, Georgia",2674,478,127,100,2530,478,0,13,0,13,0,13,0,13,17,27,0,13,17,27
1500000US132150106081,132150106081,"Block Group 1, Census Tract 106.08, Muscogee County, Georgia",2373,470,174,99,2146,468,2,5,0,13,0,13,0,13,51,79,0,13,51,79
1500000US132150106082,132150106082,"Block Group 2, Census Tract 106.08, Muscogee County, Georgia",2211,517,263,154,1867,472,30,46,19,20,0,13,13,25,19,23,0,13,19,23
1500000US132150107011,132150107011,"Block Group 1, Census Tract 107.01, Muscogee County, Georgia",2091,654,517,385,1497,482,0,13,70,87,0,13,0,13,7,28,0,13,7,28
1500000US132150107012,132150107012,"Block Group 2, Census Tract 107.01, Muscogee County, Georgia",2170,504,476,287,1678,442,0,13,0,13,0,13,0,13,16,28,0,13,16,28
1500000US132150107013,132150107013,"Block Group 3, Census Tract 107.01, Muscogee County, Georgia",1876,571,141,106,1725,567,0,13,10,16,0,13,0,13,0,13,0,13,0,13
1500000US132150107021,132150107021,"Block Group 1, Census Tract 107.02, Muscogee County, Georgia",769,235,0,13,769,235,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132150107022,132150107022,"Block Group 2, Census Tract 107.02, Muscogee County, Georgia",2328,444,258,194,1941,394,0,13,0,13,0,13,0,13,129,109,52,48,77,102
1500000US132150107023,132150107023,"Block Group 3, Census Tract 107.02, Muscogee County, Georgia",1828,341,260,144,1508,279,0,13,0,13,0,13,0,13,60,71,0,13,60,71
1500000US132150107031,132150107031,"Block Group 1, Census Tract 107.03, Muscogee County, Georgia",1782,417,130,162,1542,410,38,54,0,13,0,13,72,114,0,13,0,13,0,13
1500000US132150107032,132150107032,"Block Group 2, Census Tract 107.03, Muscogee County, Georgia",2271,626,104,102,2080,609,0,13,0,13,33,67,0,13,54,58,0,13,54,58
1500000US132150107033,132150107033,"Block Group 3, Census Tract 107.03, Muscogee County, Georgia",1151,297,107,106,1013,272,0,13,0,13,0,13,0,13,31,48,0,13,31,48
1500000US132150107034,132150107034,"Block Group 4, Census Tract 107.03, Muscogee County, Georgia",945,301,0,13,853,297,0,13,0,13,0,13,54,82,38,56,0,13,38,56
1500000US132150108011,132150108011,"Block Group 1, Census Tract 108.01, Muscogee County, Georgia",308,99,217,87,63,70,0,13,16,28,0,13,12,19,0,13,0,13,0,13
1500000US132150108012,132150108012,"Block Group 2, Census Tract 108.01, Muscogee County, Georgia",1288,292,759,195,347,224,4,6,9,13,0,13,79,75,90,92,0,13,90,92
1500000US132150108021,132150108021,"Block Group 1, Census Tract 108.02, Muscogee County, Georgia",2390,439,1259,310,614,315,0,13,8,16,62,103,239,231,208,214,16,26,192,211
1500000US132150108022,132150108022,"Block Group 2, Census Tract 108.02, Muscogee County, Georgia",6767,1100,5066,912,456,219,47,52,270,182,82,89,266,144,580,216,54,64,526,206
1500000US132150108023,132150108023,"Block Group 3, Census Tract 108.02, Muscogee County, Georgia",1017,264,623,260,101,52,2,5,7,4,181,162,42,63,61,54,20,34,41,40
1500000US132150111001,132150111001,"Block Group 1, Census Tract 111, Muscogee County, Georgia",1470,211,852,121,568,149,2,3,5,11,0,13,14,21,29,31,0,13,29,31
1500000US132150111002,132150111002,"Block Group 2, Census Tract 111, Muscogee County, Georgia",567,229,196,129,368,155,3,8,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132150112001,132150112001,"Block Group 1, Census Tract 112, Muscogee County, Georgia",1191,206,910,158,114,62,17,27,63,64,0,13,0,13,87,89,26,43,61,71
1500000US132150112002,132150112002,"Block Group 2, Census Tract 112, Muscogee County, Georgia",1041,309,69,46,914,298,0,13,0,13,0,13,58,93,0,13,0,13,0,13
1500000US132150114001,132150114001,"Block Group 1, Census Tract 114, Muscogee County, Georgia",1535,242,1079,261,437,145,0,13,0,13,0,13,0,13,19,18,0,13,19,18
1500000US132150114002,132150114002,"Block Group 2, Census Tract 114, Muscogee County, Georgia",732,202,540,172,38,39,53,63,0,13,0,13,60,77,41,55,0,13,41,55
1500000US132150115001,132150115001,"Block Group 1, Census Tract 115, Muscogee County, Georgia",1027,351,324,232,526,226,0,13,29,48,0,13,64,70,84,83,16,24,68,78
1500000US132150115002,132150115002,"Block Group 2, Census Tract 115, Muscogee County, Georgia",488,199,186,120,237,152,0,13,25,43,0,13,0,13,40,44,0,13,40,44
1500000US132150115003,132150115003,"Block Group 3, Census Tract 115, Muscogee County, Georgia",1657,417,743,340,699,206,0,13,27,28,0,13,0,13,188,176,0,13,188,176
1500000US132150115004,132150115004,"Block Group 4, Census Tract 115, Muscogee County, Georgia",1241,284,192,124,944,266,0,13,10,17,0,13,64,68,31,45,0,13,31,45
1500000US132150115005,132150115005,"Block Group 5, Census Tract 115, Muscogee County, Georgia",1127,504,479,340,204,140,0,13,0,13,0,13,417,371,27,41,0,13,27,41
1500000US132150115006,132150115006,"Block Group 6, Census Tract 115, Muscogee County, Georgia",538,163,263,88,157,100,0,13,91,91,0,13,15,21,12,20,0,13,12,20
1500000US132171001001,132171001001,"Block Group 1, Census Tract 1001, Newton County, Georgia",2455,559,1657,404,570,308,20,31,22,37,0,13,0,13,186,229,0,13,186,229
1500000US132171001002,132171001002,"Block Group 2, Census Tract 1001, Newton County, Georgia",3098,905,1233,517,1821,992,0,13,30,40,0,13,0,13,14,24,0,13,14,24
1500000US132171001003,132171001003,"Block Group 3, Census Tract 1001, Newton County, Georgia",2795,639,2633,664,147,142,0,13,0,13,0,13,0,13,15,26,0,13,15,26
1500000US132171001004,132171001004,"Block Group 4, Census Tract 1001, Newton County, Georgia",3070,618,2352,570,678,231,0,13,0,13,0,13,10,19,30,46,0,13,30,46
1500000US132171002011,132171002011,"Block Group 1, Census Tract 1002.01, Newton County, Georgia",1971,436,1577,327,394,307,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132171002012,132171002012,"Block Group 2, Census Tract 1002.01, Newton County, Georgia",1269,283,1078,248,142,91,14,21,0,13,0,13,0,13,35,51,0,13,35,51
1500000US132171002013,132171002013,"Block Group 3, Census Tract 1002.01, Newton County, Georgia",2814,483,2656,495,142,142,0,13,0,13,0,13,0,13,16,26,0,13,16,26
1500000US132171002021,132171002021,"Block Group 1, Census Tract 1002.02, Newton County, Georgia",2888,354,2786,356,71,58,0,13,0,13,0,13,0,13,31,40,0,13,31,40
1500000US132171002022,132171002022,"Block Group 2, Census Tract 1002.02, Newton County, Georgia",2158,377,1849,306,175,176,0,13,10,18,0,13,47,69,77,93,0,13,77,93
1500000US132171003001,132171003001,"Block Group 1, Census Tract 1003, Newton County, Georgia",2498,627,1393,500,955,402,0,13,65,82,0,13,0,13,85,76,0,13,85,76
1500000US132171003002,132171003002,"Block Group 2, Census Tract 1003, Newton County, Georgia",3125,659,1976,481,1107,572,0,13,42,62,0,13,0,13,0,13,0,13,0,13
1500000US132171003003,132171003003,"Block Group 3, Census Tract 1003, Newton County, Georgia",2442,607,753,479,1630,382,0,13,0,13,0,13,0,13,59,77,0,13,59,77
1500000US132171003004,132171003004,"Block Group 4, Census Tract 1003, Newton County, Georgia",1103,266,1103,266,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132171004001,132171004001,"Block Group 1, Census Tract 1004, Newton County, Georgia",2406,464,987,242,979,274,176,208,220,157,3,6,7,14,34,24,0,13,34,24
1500000US132171004002,132171004002,"Block Group 2, Census Tract 1004, Newton County, Georgia",1171,245,915,215,255,107,0,13,0,13,0,13,1,2,0,13,0,13,0,13
1500000US132171005011,132171005011,"Block Group 1, Census Tract 1005.01, Newton County, Georgia",5602,1316,2018,693,3438,1234,0,18,58,53,0,18,44,62,44,40,22,37,22,38
1500000US132171005012,132171005012,"Block Group 2, Census Tract 1005.01, Newton County, Georgia",8924,1200,964,430,7648,1220,0,18,103,105,0,18,0,18,209,192,133,165,76,126
1500000US132171005013,132171005013,"Block Group 3, Census Tract 1005.01, Newton County, Georgia",978,452,456,283,475,320,0,13,0,13,0,13,0,13,47,146,0,13,47,146
1500000US132171005021,132171005021,"Block Group 1, Census Tract 1005.02, Newton County, Georgia",5362,918,1899,543,3187,787,0,18,21,27,0,18,54,78,201,158,0,18,201,158
1500000US132171005022,132171005022,"Block Group 2, Census Tract 1005.02, Newton County, Georgia",3012,933,943,424,2049,837,0,13,0,13,0,13,0,13,20,34,0,13,20,34
1500000US132171006001,132171006001,"Block Group 1, Census Tract 1006, Newton County, Georgia",3640,536,1376,329,2059,496,0,13,33,60,0,13,0,13,172,135,0,13,172,135
1500000US132171006002,132171006002,"Block Group 2, Census Tract 1006, Newton County, Georgia",1944,434,1166,280,675,389,44,50,20,33,0,13,10,19,29,24,0,13,29,24
1500000US132171007001,132171007001,"Block Group 1, Census Tract 1007, Newton County, Georgia",980,279,801,263,99,111,0,13,0,13,0,13,0,13,80,108,0,13,80,108
1500000US132171007002,132171007002,"Block Group 2, Census Tract 1007, Newton County, Georgia",2435,633,635,306,1734,590,0,13,35,50,0,13,0,13,31,42,0,13,31,42
1500000US132171007003,132171007003,"Block Group 3, Census Tract 1007, Newton County, Georgia",2724,687,908,395,1786,591,0,13,0,13,0,13,30,50,0,13,0,13,0,13
1500000US132171008001,132171008001,"Block Group 1, Census Tract 1008, Newton County, Georgia",3847,686,3257,618,511,432,0,13,25,43,0,13,1,3,53,55,0,13,53,55
1500000US132171008002,132171008002,"Block Group 2, Census Tract 1008, Newton County, Georgia",5899,824,4136,709,1433,439,95,129,25,38,0,18,0,18,210,182,26,42,184,181
1500000US132171009011,132171009011,"Block Group 1, Census Tract 1009.01, Newton County, Georgia",4170,792,1710,478,2026,679,0,13,181,227,0,13,220,279,33,54,0,13,33,54
1500000US132171009012,132171009012,"Block Group 2, Census Tract 1009.01, Newton County, Georgia",3445,896,2191,848,1254,591,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132171009013,132171009013,"Block Group 3, Census Tract 1009.01, Newton County, Georgia",2419,537,1827,557,376,185,0,13,33,61,0,13,0,13,183,126,0,13,183,126
1500000US132171009021,132171009021,"Block Group 1, Census Tract 1009.02, Newton County, Georgia",2960,824,1376,500,1322,522,0,13,39,51,0,13,25,33,198,197,0,13,198,197
1500000US132171009022,132171009022,"Block Group 2, Census Tract 1009.02, Newton County, Georgia",2906,717,1775,606,842,423,10,16,0,13,0,13,0,13,279,264,222,261,57,63
1500000US132171009031,132171009031,"Block Group 1, Census Tract 1009.03, Newton County, Georgia",4924,619,2095,418,2633,565,35,56,115,140,0,13,23,44,23,44,8,16,15,28
1500000US132171009032,132171009032,"Block Group 2, Census Tract 1009.03, Newton County, Georgia",1211,556,854,338,224,312,0,13,0,13,0,13,30,53,103,141,0,13,103,141
1500000US132190301001,132190301001,"Block Group 1, Census Tract 301, Oconee County, Georgia",3854,561,3089,524,167,216,0,13,520,208,0,13,0,13,78,67,0,13,78,67
1500000US132190301002,132190301002,"Block Group 2, Census Tract 301, Oconee County, Georgia",4170,607,3491,604,481,230,0,13,146,136,0,13,0,13,52,62,11,17,41,60
1500000US132190301003,132190301003,"Block Group 3, Census Tract 301, Oconee County, Georgia",2061,291,1816,300,68,62,1,4,53,69,0,13,34,53,89,100,9,17,80,96
1500000US132190301004,132190301004,"Block Group 4, Census Tract 301, Oconee County, Georgia",1496,462,1294,458,202,196,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132190302001,132190302001,"Block Group 1, Census Tract 302, Oconee County, Georgia",2637,397,2300,412,196,119,0,13,123,120,0,13,0,13,18,18,0,13,18,18
1500000US132190302002,132190302002,"Block Group 2, Census Tract 302, Oconee County, Georgia",2876,366,2601,335,144,99,2,6,129,126,0,13,0,13,0,13,0,13,0,13
1500000US132190303001,132190303001,"Block Group 1, Census Tract 303, Oconee County, Georgia",3031,340,2734,352,210,156,0,13,77,90,0,13,2,3,8,9,0,13,8,9
1500000US132190303002,132190303002,"Block Group 2, Census Tract 303, Oconee County, Georgia",2141,306,2046,318,17,27,0,13,56,70,0,13,0,13,22,20,0,13,22,20
1500000US132190304001,132190304001,"Block Group 1, Census Tract 304, Oconee County, Georgia",1855,363,1794,370,37,44,0,13,20,33,0,13,4,7,0,13,0,13,0,13
1500000US132190304002,132190304002,"Block Group 2, Census Tract 304, Oconee County, Georgia",2160,339,2144,340,4,9,0,13,12,17,0,13,0,13,0,13,0,13,0,13
1500000US132190304003,132190304003,"Block Group 3, Census Tract 304, Oconee County, Georgia",3227,358,2788,345,217,100,6,13,191,127,0,13,5,8,20,23,0,13,20,23
1500000US132190305001,132190305001,"Block Group 1, Census Tract 305, Oconee County, Georgia",2118,241,1933,227,139,76,9,14,8,13,0,13,7,11,22,36,0,13,22,36
1500000US132190306001,132190306001,"Block Group 1, Census Tract 306, Oconee County, Georgia",1923,258,1761,265,99,64,0,13,16,23,0,13,0,13,47,50,44,50,3,5
1500000US132190306002,132190306002,"Block Group 2, Census Tract 306, Oconee County, Georgia",851,178,803,176,48,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132219601001,132219601001,"Block Group 1, Census Tract 9601, Oglethorpe County, Georgia",816,175,621,135,126,93,5,7,0,13,0,13,0,13,64,82,41,70,23,38
1500000US132219601002,132219601002,"Block Group 2, Census Tract 9601, Oglethorpe County, Georgia",927,166,742,160,185,111,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132219602011,132219602011,"Block Group 1, Census Tract 9602.01, Oglethorpe County, Georgia",1879,351,1135,298,449,217,44,59,0,13,0,13,35,36,216,154,0,13,216,154
1500000US132219602012,132219602012,"Block Group 2, Census Tract 9602.01, Oglethorpe County, Georgia",1359,294,1252,285,57,52,1,3,5,9,0,13,7,15,37,39,0,13,37,39
1500000US132219602013,132219602013,"Block Group 3, Census Tract 9602.01, Oglethorpe County, Georgia",3459,468,2865,473,330,157,7,12,5,12,0,13,178,178,74,80,0,13,74,80
1500000US132219602021,132219602021,"Block Group 1, Census Tract 9602.02, Oglethorpe County, Georgia",1635,305,1201,220,422,238,0,13,6,12,0,13,0,13,6,11,0,13,6,11
1500000US132219602022,132219602022,"Block Group 2, Census Tract 9602.02, Oglethorpe County, Georgia",1051,234,839,219,206,134,0,13,3,6,0,13,0,13,3,4,0,13,3,4
1500000US132219602023,132219602023,"Block Group 3, Census Tract 9602.02, Oglethorpe County, Georgia",1879,386,1418,300,378,211,0,13,17,13,0,13,0,13,66,57,0,13,66,57
1500000US132219603001,132219603001,"Block Group 1, Census Tract 9603, Oglethorpe County, Georgia",1683,197,1374,193,226,97,0,13,10,17,0,13,38,59,35,56,0,13,35,56
1500000US132231201011,132231201011,"Block Group 1, Census Tract 1201.01, Paulding County, Georgia",5869,769,4714,717,867,411,12,21,0,18,0,18,0,18,276,283,0,18,276,283
1500000US132231201012,132231201012,"Block Group 2, Census Tract 1201.01, Paulding County, Georgia",4608,967,4032,1020,277,250,34,53,27,46,0,13,107,186,131,118,0,13,131,118
1500000US132231201013,132231201013,"Block Group 3, Census Tract 1201.01, Paulding County, Georgia",1419,542,1350,525,24,39,0,13,0,13,0,13,16,29,29,47,14,23,15,24
1500000US132231201021,132231201021,"Block Group 1, Census Tract 1201.02, Paulding County, Georgia",5931,1087,3825,778,1259,572,9,17,28,36,0,18,688,645,122,104,76,88,46,56
1500000US132231201022,132231201022,"Block Group 2, Census Tract 1201.02, Paulding County, Georgia",5993,930,5086,858,440,429,54,52,103,94,0,18,141,166,169,192,12,22,157,191
1500000US132231201031,132231201031,"Block Group 1, Census Tract 1201.03, Paulding County, Georgia",2665,578,2605,554,0,13,40,58,20,31,0,13,0,13,0,13,0,13,0,13
1500000US132231201032,132231201032,"Block Group 2, Census Tract 1201.03, Paulding County, Georgia",6987,749,6193,762,730,146,0,18,0,18,0,18,0,18,64,71,0,18,64,71
1500000US132231201041,132231201041,"Block Group 1, Census Tract 1201.04, Paulding County, Georgia",2367,231,2175,263,5,11,0,13,0,13,0,13,13,16,174,151,10,19,164,150
1500000US132231202021,132231202021,"Block Group 1, Census Tract 1202.02, Paulding County, Georgia",5187,795,3438,560,1685,533,0,18,0,18,0,18,0,18,64,76,0,18,64,76
1500000US132231202022,132231202022,"Block Group 2, Census Tract 1202.02, Paulding County, Georgia",2557,507,1493,416,512,260,55,89,304,292,0,13,101,100,92,98,69,89,23,33
1500000US132231202031,132231202031,"Block Group 1, Census Tract 1202.03, Paulding County, Georgia",2437,448,2329,441,63,58,0,13,26,40,0,13,0,13,19,31,0,13,19,31
1500000US132231202032,132231202032,"Block Group 2, Census Tract 1202.03, Paulding County, Georgia",2621,575,2389,586,232,158,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231202041,132231202041,"Block Group 1, Census Tract 1202.04, Paulding County, Georgia",3950,540,3042,489,737,230,64,106,0,13,0,13,19,31,88,114,0,13,88,114
1500000US132231202042,132231202042,"Block Group 2, Census Tract 1202.04, Paulding County, Georgia",2711,706,2558,682,139,160,0,13,0,13,0,13,0,13,14,23,0,13,14,23
1500000US132231203011,132231203011,"Block Group 1, Census Tract 1203.01, Paulding County, Georgia",3743,606,2281,437,1062,358,0,13,226,247,0,13,0,13,174,169,26,69,148,156
1500000US132231203012,132231203012,"Block Group 2, Census Tract 1203.01, Paulding County, Georgia",1546,418,1335,417,167,117,0,13,34,59,0,13,10,19,0,13,0,13,0,13
1500000US132231203021,132231203021,"Block Group 1, Census Tract 1203.02, Paulding County, Georgia",2286,1245,2146,1242,100,120,0,13,40,66,0,13,0,13,0,13,0,13,0,13
1500000US132231203022,132231203022,"Block Group 2, Census Tract 1203.02, Paulding County, Georgia",3949,913,3446,918,429,288,0,13,0,13,0,13,36,43,38,47,14,22,24,41
1500000US132231203023,132231203023,"Block Group 3, Census Tract 1203.02, Paulding County, Georgia",4031,1321,2895,1264,1080,618,0,13,32,54,24,38,0,13,0,13,0,13,0,13
1500000US132231203024,132231203024,"Block Group 4, Census Tract 1203.02, Paulding County, Georgia",3747,988,1682,861,1983,869,0,13,0,13,0,13,0,13,82,135,37,62,45,74
1500000US132231203031,132231203031,"Block Group 1, Census Tract 1203.03, Paulding County, Georgia",1833,243,1626,195,100,72,0,13,0,13,0,13,40,61,67,87,13,23,54,81
1500000US132231204001,132231204001,"Block Group 1, Census Tract 1204, Paulding County, Georgia",7050,1762,5969,1666,1042,670,0,18,0,18,0,18,0,18,39,65,0,18,39,65
1500000US132231204002,132231204002,"Block Group 2, Census Tract 1204, Paulding County, Georgia",5743,786,4282,803,1095,530,37,61,0,18,0,18,66,90,263,153,0,18,263,153
1500000US132231204003,132231204003,"Block Group 3, Census Tract 1204, Paulding County, Georgia",1775,545,1673,551,102,87,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231204004,132231204004,"Block Group 4, Census Tract 1204, Paulding County, Georgia",3735,1058,3307,987,283,358,0,13,117,197,0,13,0,13,28,45,0,13,28,45
1500000US132231205011,132231205011,"Block Group 1, Census Tract 1205.01, Paulding County, Georgia",3706,802,2625,628,918,480,0,13,89,134,0,13,30,60,44,59,0,13,44,59
1500000US132231205012,132231205012,"Block Group 2, Census Tract 1205.01, Paulding County, Georgia",2506,447,1438,409,1068,467,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231205021,132231205021,"Block Group 1, Census Tract 1205.02, Paulding County, Georgia",1589,566,1545,552,20,29,0,13,0,13,0,13,0,13,24,39,0,13,24,39
1500000US132231205022,132231205022,"Block Group 2, Census Tract 1205.02, Paulding County, Georgia",1459,465,1302,409,157,237,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231205023,132231205023,"Block Group 3, Census Tract 1205.02, Paulding County, Georgia",2899,691,2158,455,698,530,0,13,0,13,0,13,0,13,43,50,0,13,43,50
1500000US132231205024,132231205024,"Block Group 4, Census Tract 1205.02, Paulding County, Georgia",1675,600,1508,638,167,212,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231205025,132231205025,"Block Group 5, Census Tract 1205.02, Paulding County, Georgia",1401,401,1025,355,249,215,0,13,0,13,0,13,46,85,81,105,0,13,81,105
1500000US132231205031,132231205031,"Block Group 1, Census Tract 1205.03, Paulding County, Georgia",3938,480,3296,471,419,235,0,13,73,96,0,13,0,13,150,154,71,110,79,73
1500000US132231205032,132231205032,"Block Group 2, Census Tract 1205.03, Paulding County, Georgia",1318,373,975,354,343,161,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231206011,132231206011,"Block Group 1, Census Tract 1206.01, Paulding County, Georgia",2504,568,1227,473,674,288,17,26,202,258,0,13,277,285,107,106,0,13,107,106
1500000US132231206012,132231206012,"Block Group 2, Census Tract 1206.01, Paulding County, Georgia",1888,418,1476,409,285,186,0,13,38,50,0,13,57,79,32,49,2,18,30,46
1500000US132231206021,132231206021,"Block Group 1, Census Tract 1206.02, Paulding County, Georgia",1035,461,742,392,293,254,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231206022,132231206022,"Block Group 2, Census Tract 1206.02, Paulding County, Georgia",3506,740,1708,467,1723,728,10,19,26,52,0,13,0,13,39,77,0,13,39,77
1500000US132231206023,132231206023,"Block Group 3, Census Tract 1206.02, Paulding County, Georgia",1904,591,1530,580,307,198,0,13,67,111,0,13,0,13,0,13,0,13,0,13
1500000US132231206024,132231206024,"Block Group 4, Census Tract 1206.02, Paulding County, Georgia",3272,663,2804,613,445,287,23,40,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132231206031,132231206031,"Block Group 1, Census Tract 1206.03, Paulding County, Georgia",3578,687,3028,621,376,257,0,13,0,13,0,13,82,118,92,125,0,13,92,125
1500000US132231206032,132231206032,"Block Group 2, Census Tract 1206.03, Paulding County, Georgia",2622,771,1588,610,1008,510,0,13,26,45,0,13,0,13,0,13,0,13,0,13
1500000US132231206041,132231206041,"Block Group 1, Census Tract 1206.04, Paulding County, Georgia",2501,427,1159,363,1333,356,0,13,0,13,9,15,0,13,0,13,0,13,0,13
1500000US132231206042,132231206042,"Block Group 2, Census Tract 1206.04, Paulding County, Georgia",3142,415,2799,478,291,177,0,13,0,13,0,13,0,13,52,62,0,13,52,62
1500000US132231206051,132231206051,"Block Group 1, Census Tract 1206.05, Paulding County, Georgia",4715,616,4000,530,441,167,0,13,8,14,0,13,71,98,195,235,0,13,195,235
1500000US132231206052,132231206052,"Block Group 2, Census Tract 1206.05, Paulding County, Georgia",1502,452,1184,463,235,149,7,12,0,13,0,13,32,58,44,58,0,13,44,58
